eddy num tasks,eddy correct percentage,random num tasks,random correct percentage
256,1.0,251,1.0
278,1.0,229,1.0
176,1.0,240,1.0
252,1.0,279,1.0
232,1.0,218,1.0
196,1.0,142,1.0
304,1.0,201,1.0
352,1.0,216,1.0
284,1.0,223,1.0
212,1.0,260,1.0
268,1.0,310,1.0
173,1.0,297,1.0
235,1.0,317,1.0
226,1.0,306,1.0
273,1.0,265,1.0
251,1.0,330,1.0
250,1.0,238,1.0
276,1.0,270,1.0
333,1.0,310,1.0
162,1.0,265,1.0
228,1.0,264,1.0
263,1.0,255,1.0
209,1.0,240,1.0
243,1.0,297,1.0
212,1.0,206,1.0
239,1.0,266,1.0
318,1.0,254,1.0
261,1.0,218,1.0
253,1.0,231,1.0
240,1.0,302,1.0
236,1.0,228,1.0
250,1.0,240,1.0
312,1.0,206,1.0
237,1.0,274,1.0
234,1.0,203,1.0
141,1.0,237,1.0
237,1.0,234,1.0
230,1.0,225,1.0
250,1.0,261,1.0
234,1.0,292,1.0
258,1.0,289,1.0
253,1.0,267,1.0
176,1.0,208,1.0
232,1.0,219,1.0
250,1.0,253,1.0
191,1.0,255,1.0
284,1.0,318,1.0
273,1.0,367,1.0
269,1.0,222,1.0
212,1.0,342,1.0
206,1.0,319,1.0
288,1.0,316,1.0
237,1.0,322,1.0
204,1.0,205,1.0
255,1.0,280,1.0
274,1.0,215,1.0
236,1.0,180,1.0
251,1.0,227,1.0
200,1.0,276,1.0
243,1.0,314,1.0
217,1.0,292,1.0
297,1.0,234,1.0
231,1.0,223,1.0
181,1.0,228,1.0
204,1.0,227,1.0
274,1.0,207,1.0
217,1.0,225,1.0
225,1.0,294,1.0
256,1.0,356,1.0
178,0.9285714285714286,227,1.0
237,1.0,288,1.0
277,1.0,297,1.0
256,1.0,249,1.0
215,1.0,251,1.0
283,1.0,276,1.0
256,1.0,236,1.0
286,1.0,233,1.0
268,1.0,324,1.0
228,1.0,183,1.0
243,1.0,245,1.0
200,1.0,219,1.0
214,1.0,273,1.0
276,1.0,176,1.0
287,1.0,231,1.0
216,1.0,257,1.0
234,1.0,189,1.0
204,1.0,240,1.0
180,1.0,279,1.0
295,1.0,304,1.0
252,1.0,235,1.0
205,1.0,223,1.0
181,1.0,259,1.0
271,1.0,204,1.0
305,1.0,227,1.0
294,1.0,291,1.0
190,1.0,303,1.0
271,1.0,282,1.0
216,1.0,259,1.0
215,1.0,219,1.0
204,1.0,257,1.0
